title\url\rating\genre\languages\type\director\cast\score\boxOffice\releaseDate\votes\duration
White Chicks\https://www.imdb.com/title/tt0381707\PG-13\Comedy, Crime\English\movie\Keenen Ivory Wayans\Marlon Wayans, Shawn Wayans, Busy Philipps\5.7\$70,831,760\Wed Jun 23 2004 00:00:00 GMT-0500 (hora de verano central)\141,949\109 min
The Do-Over\https://www.imdb.com/title/tt4769836\TV-MA\Action, Adventure, Comedy\English\movie\Steven Brill\Adam Sandler, David Spade, Paula Patton\5.7\N/A\Fri May 27 2016 00:00:00 GMT-0500 (hora de verano central)\45,562\108 min
Zootopia\https://www.imdb.com/title/tt2948356\PG\Animation, Adventure, Comedy\English\movie\Byron Howard, Rich Moore, Jared Bush\Ginnifer Goodwin, Jason Bateman, Idris Elba\8\$341,268,248\Fri Mar 04 2016 00:00:00 GMT-0600 (hora estándar central)\480,166\108 min
Meet the Blacks\https://www.imdb.com/title/tt4191580\R\Comedy, Horror\English\movie\Deon Taylor\Mike Epps, Zulay Henao, Alex Henderson\4.8\$9,097,072\Fri Apr 01 2016 00:00:00 GMT-0600 (hora estándar central)\36,446\94 min
Finding Dory\https://www.imdb.com/title/tt2277860\PG\Animation, Adventure, Comedy\English, Indonesian\movie\Andrew Stanton, Angus MacLane\Ellen DeGeneres, Albert Brooks, Ed O'Neill\7.3\$486,295,561\Fri Jun 17 2016 00:00:00 GMT-0500 (hora de verano central)\266,667\97 min
Sausage Party\https://www.imdb.com/title/tt1700841\R\Animation, Adventure, Comedy\English\movie\Greg Tiernan, Conrad Vernon\Seth Rogen, Kristen Wiig, Jonah Hill\6.1\$97,685,686\Fri Aug 12 2016 00:00:00 GMT-0500 (hora de verano central)\190,259\89 min
Pete's Dragon\https://www.imdb.com/title/tt2788732\PG\Action, Adventure, Comedy\English\movie\David Lowery\Bryce Dallas Howard, Robert Redford, Oakes Fegley\6.7\$76,233,151\Fri Aug 12 2016 00:00:00 GMT-0500 (hora de verano central)\57,854\102 min
Kevin Hart: What Now?\https://www.imdb.com/title/tt4669186\R\Documentary, Comedy\English\movie\Leslie Small, Tim Story\Kevin Hart, Don Cheadle, Halle Berry\5.9\$23,591,043\Fri Oct 14 2016 00:00:00 GMT-0500 (hora de verano central)\9,452\96 min
Bordertown\https://www.imdb.com/title/tt0445935\R\Crime, Mystery, Thriller\English, Spanish, Central American Indian languages\movie\Gregory Nava\Jennifer Lopez, Antonio Banderas, Maya Zapata\6\N/A\Fri May 16 2008 00:00:00 GMT-0500 (hora de verano central)\10,750\112 min
Dope\https://www.imdb.com/title/tt3850214\R\Adventure, Comedy, Crime\English, Spanish\movie\Rick Famuyiwa\Shameik Moore, Tony Revolori, Kiersey Clemons\7.2\$17,506,470\Fri Jun 19 2015 00:00:00 GMT-0500 (hora de verano central)\84,353\103 min
Kubo and the Two Strings\https://www.imdb.com/title/tt4302938\PG\Animation, Action, Adventure\English\movie\Travis Knight\Charlize Theron, Art Parkinson, Matthew McConaughey\7.8\$48,023,088\Fri Aug 19 2016 00:00:00 GMT-0500 (hora de verano central)\126,861\101 min
Little Boxes\https://www.imdb.com/title/tt5030402\Not Rated\Comedy, Drama\English\movie\Rob Meyer\Melanie Lynskey, Nelsan Ellis, Armani Jackson\5.8\$2,230,700\Fri Apr 14 2017 00:00:00 GMT-0500 (hora de verano central)\1,960\84 min
Parenthood\https://www.imdb.com/title/tt0098067\PG-13\Comedy, Drama\English, Spanish\movie\Ron Howard\Steve Martin, Mary Steenburgen, Dianne Wiest\7\$100,047,830\Wed Aug 02 1989 00:00:00 GMT-0600 (hora estándar central)\48,978\124 min
The Great Gilly Hopkins\https://www.imdb.com/title/tt1226766\PG\Comedy, Drama, Family\English\movie\Stephen Herek\Sophie Nélisse, Kathy Bates, Glenn Close\6.4\N/A\Fri Oct 07 2016 00:00:00 GMT-0500 (hora de verano central)\4,933\99 min
The Matchbreaker\https://www.imdb.com/title/tt4269746\PG\Comedy, Romance\English\movie\Caleb Vetter\Wesley Elder, Christina Grimmie, Osric Chau\5.5\N/A\Tue Dec 06 2016 00:00:00 GMT-0600 (hora estándar central)\2,673\94 min
The Waterboy\https://www.imdb.com/title/tt0120484\PG-13\Comedy, Sport\English\movie\Frank Coraci\Adam Sandler, Kathy Bates, Henry Winkler\6.1\$161,491,646\Fri Nov 06 1998 00:00:00 GMT-0600 (hora estándar central)\160,755\90 min
10 Things I Hate About You\https://www.imdb.com/title/tt0147800\PG-13\Comedy, Drama, Romance\English, French\movie\Gil Junger\Heath Ledger, Julia Stiles, Joseph Gordon-Levitt\7.3\$38,178,166\Wed Mar 31 1999 00:00:00 GMT-0600 (hora estándar central)\328,646\97 min
Grease\https://www.imdb.com/title/tt0077631\PG\Comedy, Musical, Romance\English\movie\Randal Kleiser\John Travolta, Olivia Newton-John, Stockard Channing\7.2\$190,071,103\Fri Jun 16 1978 00:00:00 GMT-0600 (hora estándar central)\263,111\110 min
How to Lose a Guy in 10 Days\https://www.imdb.com/title/tt0251127\PG-13\Comedy, Romance\English\movie\Donald Petrie\Kate Hudson, Matthew McConaughey, Adam Goldberg\6.4\$105,813,373\Fri Feb 07 2003 00:00:00 GMT-0600 (hora estándar central)\232,264\116 min
The Benchwarmers\https://www.imdb.com/title/tt0437863\PG-13\Comedy, Sport\English, Spanish\movie\Dennis Dugan\David Spade, Jon Heder, Rob Schneider\5.5\$59,843,754\Fri Apr 07 2006 00:00:00 GMT-0500 (hora de verano central)\50,786\85 min
Step Up\https://www.imdb.com/title/tt0462590\PG-13\Crime, Drama, Music\English\movie\Anne Fletcher\Channing Tatum, Jenna Dewan, Damaine Radcliff\6.5\$65,328,121\Fri Aug 11 2006 00:00:00 GMT-0500 (hora de verano central)\117,651\104 min
High School Musical 2\https://www.imdb.com/title/tt0810900\TV-G\Comedy, Drama, Family\English\movie\Kenny Ortega\Zac Efron, Vanessa Hudgens, Ashley Tisdale\5.1\N/A\Fri Aug 17 2007 00:00:00 GMT-0500 (hora de verano central)\59,736\104 min
Twilight\https://www.imdb.com/title/tt1099212\PG-13\Drama, Fantasy, Romance\English\movie\Catherine Hardwicke\Kristen Stewart, Robert Pattinson, Billy Burke\5.2\$193,962,473\Fri Nov 21 2008 00:00:00 GMT-0600 (hora estándar central)\453,523\122 min
Coraline\https://www.imdb.com/title/tt0327597\PG\Animation, Drama, Family\English, Russian\movie\Henry Selick\Dakota Fanning, Teri Hatcher, John Hodgman\7.7\$75,286,229\Fri Feb 06 2009 00:00:00 GMT-0600 (hora estándar central)\219,550\100 min
Hannah Montana: The Movie\https://www.imdb.com/title/tt1114677\G\Comedy, Drama, Family\English\movie\Peter Chelsom\Miley Cyrus, Emily Osment, Billy Ray Cyrus\4.5\$79,576,189\Fri Apr 10 2009 00:00:00 GMT-0500 (hora de verano central)\42,131\102 min
Safe Haven\https://www.imdb.com/title/tt1702439\PG-13\Drama, Romance, Thriller\English, Portuguese\movie\Lasse Hallström\Julianne Hough, Josh Duhamel, Cobie Smulders\6.6\$71,349,120\Thu Feb 14 2013 00:00:00 GMT-0600 (hora estándar central)\110,077\115 min
Blow\https://www.imdb.com/title/tt0221027\R\Biography, Crime, Drama\English\movie\Ted Demme\Johnny Depp, Penélope Cruz, Franka Potente\7.5\$52,990,775\Fri Apr 06 2001 00:00:00 GMT-0600 (hora estándar central)\255,924\124 min
High School Musical\https://www.imdb.com/title/tt0475293\TV-G\Comedy, Drama, Family\English, Spanish\movie\Kenny Ortega\Zac Efron, Vanessa Hudgens, Ashley Tisdale\5.4\N/A\Fri Jan 20 2006 00:00:00 GMT-0600 (hora estándar central)\87,067\98 min
Magic Mike\https://www.imdb.com/title/tt1915581\R\Comedy, Drama\English\movie\Steven Soderbergh\Channing Tatum, Alex Pettyfer, Olivia Munn\6.1\$113,781,613\Fri Jun 29 2012 00:00:00 GMT-0500 (hora de verano central)\137,276\110 min
Trouble with the Curve\https://www.imdb.com/title/tt2083383\PG-13\Drama, Sport\English\movie\Robert Lorenz\Clint Eastwood, Amy Adams, John Goodman\6.8\$35,763,137\Fri Sep 21 2012 00:00:00 GMT-0500 (hora de verano central)\63,575\111 min
Home\https://www.imdb.com/title/tt2224026\PG\Animation, Adventure, Comedy\English, French\movie\Tim Johnson\Jim Parsons, Rihanna, Steve Martin\6.6\$177,397,510\Fri Mar 27 2015 00:00:00 GMT-0600 (hora estándar central)\100,568\94 min
London Has Fallen\https://www.imdb.com/title/tt3300542\R\Action, Crime, Drama\English, Italian, French, Japanese\movie\Babak Najafi\Gerard Butler, Aaron Eckhart, Morgan Freeman\5.9\$62,524,260\Fri Mar 04 2016 00:00:00 GMT-0600 (hora estándar central)\155,898\99 min
Last Man Standing\https://www.imdb.com/title/tt0116830\R\Action, Crime, Drama\English, Spanish\movie\Walter Hill\Bruce Willis, Bruce Dern, William Sanderson\6.4\$18,115,927\Fri Sep 20 1996 00:00:00 GMT-0500 (hora de verano central)\57,746\101 min
The Fall\https://www.imdb.com/title/tt0460791\R\Adventure, Drama, Fantasy\English, Romanian, Latin\movie\Tarsem Singh\Lee Pace, Catinca Untaru, Justine Waddell\7.8\$2,266,905\Fri May 30 2008 00:00:00 GMT-0500 (hora de verano central)\111,416\117 min
Rosewood\https://www.imdb.com/title/tt0120036\R\Action, Drama, History\English\movie\John Singleton\Jon Voight, Ving Rhames, Don Cheadle\7.2\$13,130,349\Fri Feb 21 1997 00:00:00 GMT-0600 (hora estándar central)\8,182\140 min
Limitless\https://www.imdb.com/title/tt1219289\PG-13\Sci-Fi, Thriller\English, Russian, Italian, Mandarin, French\movie\Neil Burger\Bradley Cooper, Anna Friel, Abbie Cornish\7.4\$79,249,455\Fri Mar 18 2011 00:00:00 GMT-0600 (hora estándar central)\561,789\105 min
The Nightmare Before Christmas\https://www.imdb.com/title/tt0107688\PG\Animation, Family, Fantasy\English\movie\Henry Selick\Danny Elfman, Chris Sarandon, Catherine O'Hara\7.9\$77,368,668\Fri Oct 29 1993 00:00:00 GMT-0600 (hora estándar central)\326,079\76 min
Scooby-Doo\https://www.imdb.com/title/tt0267913\PG\Adventure, Comedy, Family\English\movie\Raja Gosnell\Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar\5.1\$153,322,074\Fri Jun 14 2002 00:00:00 GMT-0500 (hora de verano central)\109,800\86 min
Chicken Little\https://www.imdb.com/title/tt0371606\G\Animation, Adventure, Comedy\English\movie\Mark Dindal\Zach Braff, Joan Cusack, Garry Marshall\5.7\$135,386,665\Fri Nov 04 2005 00:00:00 GMT-0600 (hora estándar central)\91,585\81 min
Cars Toons: Mater's Tall Tales\https://www.imdb.com/title/tt2108482\N/A\Animation, Short, Adventure\English\movie\Rob Gibbs, John Lasseter\Larry the Cable Guy, Keith Ferguson, Lori Alan\7\N/A\Tue Nov 02 2010 00:00:00 GMT-0600 (hora estándar central)\364\38 min
The Batman\https://www.imdb.com/title/tt1877830\PG-13\Action, Crime, Drama\English\movie\Matt Reeves\Robert Pattinson, Zoë Kravitz, Jeffrey Wright\8\$369,202,709\Fri Mar 04 2022 00:00:00 GMT-0600 (hora estándar central)\464,193\176 min
